일련번호,주소,동,층,호수,동호수,전체주소,면적,지목,소유자명,주민번호,성별,연령대,소유형태,지분,소유자주소,거주투자구분,투자자거주지역,등기원인,등기일자,접수번호,근저당권유무,대출총액,근저당권자,근저당설정일,근저당접수번호,압류가압류유무,압류구분,압류일자,압류접수번호,압류권리자
524,서울시 용산구 이태원동 22-2,8동,2,101호,8동101호,서울시 중랑구 면목동 110-1 청하아파트 8동101호,115,대,강서연,580112-1******,남성,60대,단독소유,단독소유,경기도 성남시 분당구 정자동 169-83,투자 목적,경기,증여,2020-04-01,제64227호,Y,534630000,우리은행,2012-07-11,제89107호,N,,,,
525,서울시 용산구 이태원동 22-2,8동,2,102호,8동102호,서울시 중랑구 면목동 110-1 청하아파트 8동102호,115,대,조민서,660609-1******,남성,50대,공유자,2분의 1,서울시 강남구 역삼동 801-49,투자 목적,서울,매매,2025-04-16,제54853호,N,0,,,,N,,,,
526,서울시 용산구 이태원동 22-2,8동,2,103호,8동103호,서울시 중랑구 면목동 110-1 청하아파트 8동103호,115,대,조서연,471014-1******,남성,70대,단독소유,단독소유,인천시 연수구 송도동 541-57,투자 목적,인천,경매,2015-01-16,제54556호,Y,840800000,기업은행,2020-05-05,제97346호,N,,,,
527,서울시 용산구 이태원동 22-2,8동,2,104호,8동104호,서울시 중랑구 면목동 110-1 청하아파트 8동104호,115,대,정민서,600218-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 8동104호,실거주,-,증여,2024-09-20,제13526호,N,0,,,,N,,,,
528,서울시 용산구 이태원동 22-2,8동,2,105호,8동105호,서울시 중랑구 면목동 110-1 청하아파트 8동105호,115,대,김지호,720724-1******,남성,50대,단독소유,단독소유,서울시 송파구 역삼동 805-92,투자 목적,서울,경매,2025-08-08,제99003호,Y,979460000,국민은행,2019-03-21,제58135호,N,,,,
529,서울시 용산구 이태원동 22-2,8동,2,106호,8동106호,서울시 중랑구 면목동 110-1 청하아파트 8동106호,115,대,임예준,610217-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 8동106호,실거주,-,상속,2016-08-04,제50319호,N,0,,,,N,,,,
530,서울시 용산구 이태원동 22-2,8동,2,107호,8동107호,서울시 중랑구 면목동 110-1 청하아파트 8동107호,115,대,장민서,720511-2******,여성,50대,단독소유,단독소유,경기도 성남시 분당구 정자동 973-74,투자 목적,경기,매매,2025-02-05,제75218호,Y,959240000,하나은행,2019-04-22,제84678호,N,,,,
531,서울시 용산구 이태원동 22-2,8동,3,101호,8동101호,서울시 중랑구 면목동 110-1 청하아파트 8동101호,115,대,최민준,500625-1******,남성,70대,단독소유,단독소유,경기도 고양시 분당구 정자동 708-71,투자 목적,경기,경매,1995-01-24,제96449호,Y,392140000,국민은행,2013-08-28,제85689호,N,,,,
532,서울시 용산구 이태원동 22-2,8동,3,102호,8동102호,서울시 중랑구 면목동 110-1 청하아파트 8동102호,115,대,박영희,580909-2******,여성,60대,단독소유,단독소유,서울시 강남구 삼성동 763-2,투자 목적,서울,상속,2020-08-05,제84260호,Y,866490000,우리은행,2014-05-27,제33773호,N,,,,
533,서울시 용산구 이태원동 22-2,8동,3,103호,8동103호,서울시 중랑구 면목동 110-1 청하아파트 8동103호,115,대,박서준,500514-1******,남성,70대,단독소유,단독소유,서울시 서초구 역삼동 481-3,투자 목적,서울,상속,2006-04-22,제58769호,Y,866710000,신한은행,2015-07-09,제34333호,N,,,,
534,서울시 용산구 이태원동 22-2,8동,3,104호,8동104호,서울시 중랑구 면목동 110-1 청하아파트 8동104호,115,대,주식회사 태양,사업자 756-97-25412,법인,법인,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 8동104호,실거주,-,경매,2025-06-05,제71903호,Y,970480000,기업은행,2020-12-26,제10410호,Y,가압류,2022-11-25,제13733호,국
535,서울시 용산구 이태원동 22-2,8동,3,105호,8동105호,서울시 중랑구 면목동 110-1 청하아파트 8동105호,115,대,박민준,590504-1******,남성,60대,단독소유,단독소유,서울시 송파구 삼성동 475-50,투자 목적,서울,증여,2010-06-28,제11819호,Y,239940000,우리은행,2017-04-24,제50995호,N,,,,
536,서울시 용산구 이태원동 22-2,8동,3,106호,8동106호,서울시 중랑구 면목동 110-1 청하아파트 8동106호,115,대,이지호,681203-2******,여성,50대,단독소유,단독소유,경기도 성남시 분당구 정자동 692-68,투자 목적,경기,상속,2018-06-02,제6772호,Y,427580000,신한은행,2016-09-19,제55213호,N,,,,
537,서울시 용산구 이태원동 22-2,8동,3,107호,8동107호,서울시 중랑구 면목동 110-1 청하아파트 8동107호,115,대,장도윤,620225-1******,남성,60대,단독소유,단독소유,서울시 강남구 삼성동 190-60,투자 목적,서울,증여,2002-11-06,제79471호,Y,290470000,기업은행,2019-02-23,제50546호,N,,,,
538,서울시 용산구 이태원동 22-2,8동,4,101호,8동101호,서울시 중랑구 면목동 110-1 청하아파트 8동101호,115,대,정민준,711022-1******,남성,50대,단독소유,단독소유,서울시 강남구 역삼동 743-73,투자 목적,서울,상속,2015-04-16,제1433호,N,0,,,,N,,,,
539,서울시 용산구 이태원동 22-2,8동,4,102호,8동102호,서울시 중랑구 면목동 110-1 청하아파트 8동102호,115,대,윤주원,640612-2******,여성,60대,단독소유,단독소유,경기도 성남시 분당구 정자동 389-69,투자 목적,경기,매매,2015-11-15,제7301호,N,0,,,,N,,,,
540,서울시 용산구 이태원동 22-2,8동,4,103호,8동103호,서울시 중랑구 면목동 110-1 청하아파트 8동103호,115,대,박주원,481104-2******,여성,70대,공유자,3분의 1,서울시 중랑구 면목동 110-1 청하아파트 8동103호,실거주,-,증여,1984-12-10,제12888호,Y,423770000,기업은행,2012-10-10,제77688호,N,,,,
541,서울시 용산구 이태원동 22-2,8동,4,104호,8동104호,서울시 중랑구 면목동 110-1 청하아파트 8동104호,115,대,윤예준,760615-2******,여성,40대,단독소유,단독소유,서울시 강남구 역삼동 532-17,투자 목적,서울,경매,2022-08-18,제70391호,N,0,,,,N,,,,
542,서울시 용산구 이태원동 22-2,8동,4,105호,8동105호,서울시 중랑구 면목동 110-1 청하아파트 8동105호,115,대,장민서,640505-1******,남성,60대,단독소유,단독소유,서울시 강남구 삼성동 328-62,투자 목적,서울,매매,2017-07-25,제61312호,Y,911360000,국민은행,2012-06-15,제83173호,N,,,,
543,서울시 용산구 이태원동 22-2,8동,4,106호,8동106호,서울시 중랑구 면목동 110-1 청하아파트 8동106호,115,대,조민서,730104-1******,남성,50대,단독소유,단독소유,"Chaoyang District, Beijing, China",투자 목적,중국,상속,2009-12-19,제10370호,N,0,,,,N,,,,
544,서울시 용산구 이태원동 22-2,8동,4,107호,8동107호,서울시 중랑구 면목동 110-1 청하아파트 8동107호,115,대,윤도윤,640715-2******,여성,60대,공유자,2분의 1,서울시 송파구 역삼동 186-29,투자 목적,서울,경매,2005-07-07,제69399호,Y,757190000,신한은행,2017-10-27,제29472호,N,,,,
545,서울시 용산구 이태원동 22-2,8동,5,101호,8동101호,서울시 중랑구 면목동 110-1 청하아파트 8동101호,115,대,최지호,681211-1******,남성,50대,단독소유,단독소유,서울시 강남구 삼성동 749-20,투자 목적,서울,경매,2021-04-02,제77804호,Y,390990000,하나은행,2023-06-01,제95206호,N,,,,
546,서울시 용산구 이태원동 22-2,8동,5,102호,8동102호,서울시 중랑구 면목동 110-1 청하아파트 8동102호,115,대,정주원,541122-1******,남성,70대,단독소유,단독소유,서울시 강남구 역삼동 750-6,투자 목적,서울,증여,2000-02-06,제76877호,Y,374040000,우리은행,2012-03-03,제77507호,N,,,,
547,서울시 용산구 이태원동 22-2,8동,5,103호,8동103호,서울시 중랑구 면목동 110-1 청하아파트 8동103호,115,대,이예준,680414-2******,여성,50대,단독소유,단독소유,서울시 서초구 역삼동 388-49,투자 목적,서울,매매,1983-12-05,제21738호,N,0,,,,N,,,,
548,서울시 용산구 이태원동 22-2,8동,5,104호,8동104호,서울시 중랑구 면목동 110-1 청하아파트 8동104호,115,대,정서준,571003-1******,남성,60대,공유자,2분의 1,경기도 성남시 분당구 정자동 860-52,투자 목적,경기,매매,1999-07-15,제88698호,N,0,,,,N,,,,
549,서울시 용산구 이태원동 22-2,8동,5,105호,8동105호,서울시 중랑구 면목동 110-1 청하아파트 8동105호,115,대,정도윤,811214-2******,여성,40대,공유자,3분의 1,경기도 성남시 분당구 정자동 541-21,투자 목적,경기,증여,1982-05-06,제1894호,Y,367220000,신한은행,2016-12-11,제19776호,N,,,,
550,서울시 용산구 이태원동 22-2,8동,5,106호,8동106호,서울시 중랑구 면목동 110-1 청하아파트 8동106호,115,대,강하준,710305-2******,여성,50대,단독소유,단독소유,충청남도 천안시 불당동 806-53,투자 목적,충남,상속,1993-12-26,제49211호,Y,127180000,기업은행,2015-05-25,제48071호,N,,,,
551,서울시 용산구 이태원동 22-2,8동,5,107호,8동107호,서울시 중랑구 면목동 110-1 청하아파트 8동107호,115,대,최예준,560803-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 8동107호,실거주,-,증여,2001-01-19,제79894호,N,0,,,,N,,,,
552,서울시 용산구 이태원동 22-2,8동,6,101호,8동101호,서울시 중랑구 면목동 110-1 청하아파트 8동101호,115,대,정도윤,761007-2******,여성,40대,단독소유,단독소유,서울시 서초구 역삼동 478-45,투자 목적,서울,상속,2006-06-22,제1196호,Y,923220000,국민은행,2018-09-25,제55790호,N,,,,
553,서울시 용산구 이태원동 22-2,8동,6,102호,8동102호,서울시 중랑구 면목동 110-1 청하아파트 8동102호,115,대,장시우,600103-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 8동102호,실거주,-,매매,2024-02-05,제80177호,N,0,,,,N,,,,
554,서울시 용산구 이태원동 22-2,8동,6,103호,8동103호,서울시 중랑구 면목동 110-1 청하아파트 8동103호,115,대,윤도윤,720811-1******,남성,50대,공유자,3분의 1,서울시 서초구 삼성동 742-90,투자 목적,서울,매매,2016-04-19,제14553호,Y,287770000,국민은행,2011-07-18,제79019호,N,,,,
555,서울시 용산구 이태원동 22-2,8동,6,104호,8동104호,서울시 중랑구 면목동 110-1 청하아파트 8동104호,115,대,최순자,580919-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 8동104호,실거주,-,경매,2002-01-11,제58088호,Y,133800000,하나은행,2020-12-09,제59616호,N,,,,
556,서울시 용산구 이태원동 22-2,8동,6,105호,8동105호,서울시 중랑구 면목동 110-1 청하아파트 8동105호,115,대,임도윤,530121-1******,남성,70대,공유자,3분의 1,서울시 송파구 삼성동 916-75,투자 목적,서울,증여,2025-07-08,제83098호,Y,953350000,우리은행,2013-05-23,제57283호,N,,,,
557,서울시 용산구 이태원동 22-2,8동,6,106호,8동106호,서울시 중랑구 면목동 110-1 청하아파트 8동106호,115,대,정지호,630214-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 8동106호,실거주,-,경매,2014-06-17,제95360호,Y,994410000,우리은행,2023-05-21,제81599호,N,,,,
558,서울시 용산구 이태원동 22-2,8동,6,107호,8동107호,서울시 중랑구 면목동 110-1 청하아파트 8동107호,115,대,정서준,720924-2******,여성,50대,단독소유,단독소유,서울시 송파구 역삼동 138-29,투자 목적,서울,경매,2020-03-16,제56655호,Y,826400000,우리은행,2022-03-20,제63862호,N,,,,
559,서울시 용산구 이태원동 22-2,8동,7,101호,8동101호,서울시 중랑구 면목동 110-1 청하아파트 8동101호,115,대,정영희,501008-1******,남성,70대,단독소유,단독소유,서울시 강남구 삼성동 361-84,투자 목적,서울,상속,2000-09-23,제31728호,Y,483410000,신한은행,2019-04-28,제17594호,N,,,,
560,서울시 용산구 이태원동 22-2,8동,7,102호,8동102호,서울시 중랑구 면목동 110-1 청하아파트 8동102호,115,대,김민서,360227-1******,남성,80대,단독소유,단독소유,서울시 송파구 역삼동 209-39,투자 목적,서울,상속,2016-04-15,제66210호,Y,703220000,신한은행,2016-04-30,제63076호,N,,,,
561,서울시 용산구 이태원동 22-2,8동,7,103호,8동103호,서울시 중랑구 면목동 110-1 청하아파트 8동103호,115,대,윤도윤,660214-2******,여성,50대,단독소유,단독소유,서울시 강남구 역삼동 744-73,투자 목적,서울,경매,2025-11-13,제24066호,Y,853120000,국민은행,2020-12-25,제83639호,N,,,,
562,서울시 용산구 이태원동 22-2,8동,7,104호,8동104호,서울시 중랑구 면목동 110-1 청하아파트 8동104호,115,대,박민준,781127-2******,여성,40대,단독소유,단독소유,강원도 춘천시 퇴계동 649-80,투자 목적,강원,매매,1999-02-01,제26341호,N,0,,,,N,,,,
563,서울시 용산구 이태원동 22-2,8동,7,105호,8동105호,서울시 중랑구 면목동 110-1 청하아파트 8동105호,115,대,윤예준,880104-1******,남성,30대,단독소유,단독소유,세종시 나성동 425-62,투자 목적,세종,경매,2016-04-24,제98173호,Y,766160000,하나은행,2023-09-30,제19575호,N,,,,
564,서울시 용산구 이태원동 22-2,8동,7,106호,8동106호,서울시 중랑구 면목동 110-1 청하아파트 8동106호,115,대,강예준,620514-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 8동106호,실거주,-,상속,2014-06-26,제24198호,N,0,,,,N,,,,
565,서울시 용산구 이태원동 22-2,8동,7,107호,8동107호,서울시 중랑구 면목동 110-1 청하아파트 8동107호,115,대,김서준,411112-2******,여성,80대,단독소유,단독소유,서울시 송파구 삼성동 758-11,투자 목적,서울,상속,1996-05-01,제4069호,Y,143450000,기업은행,2014-12-21,제40747호,N,,,,
566,서울시 용산구 이태원동 22-2,8동,8,101호,8동101호,서울시 중랑구 면목동 110-1 청하아파트 8동101호,115,대,최민준,670920-2******,여성,50대,단독소유,단독소유,서울시 송파구 삼성동 813-64,투자 목적,서울,증여,1995-04-24,제93761호,Y,349160000,우리은행,2024-02-28,제2533호,N,,,,
567,서울시 용산구 이태원동 22-2,8동,8,102호,8동102호,서울시 중랑구 면목동 110-1 청하아파트 8동102호,115,대,이서준,710622-1******,남성,50대,단독소유,단독소유,서울시 서초구 삼성동 944-16,투자 목적,서울,매매,2015-10-23,제61624호,Y,557820000,기업은행,2015-04-10,제76202호,N,,,,
568,서울시 용산구 이태원동 22-2,8동,8,103호,8동103호,서울시 중랑구 면목동 110-1 청하아파트 8동103호,115,대,임영희,800102-1******,남성,40대,공유자,2분의 1,서울시 송파구 역삼동 822-17,투자 목적,서울,경매,2021-05-27,제30543호,N,0,,,,N,,,,
569,서울시 용산구 이태원동 22-2,8동,8,104호,8동104호,서울시 중랑구 면목동 110-1 청하아파트 8동104호,115,대,이영희,810908-1******,남성,40대,단독소유,단독소유,부산시 해운대구 우동 884-87,투자 목적,부산,상속,2023-09-24,제75143호,N,0,,,,N,,,,
570,서울시 용산구 이태원동 22-2,8동,8,105호,8동105호,서울시 중랑구 면목동 110-1 청하아파트 8동105호,115,대,윤주원,560104-2******,여성,60대,공유자,2분의 1,경기도 고양시 분당구 정자동 38-84,투자 목적,경기,상속,2019-03-03,제1145호,Y,912150000,국민은행,2017-04-12,제90221호,N,,,,
